BUILDING,VALUE,BUSINESS,CHECKIN,LOCATION,FOOD,CLEANLINESS,ROOMS,SERVICE,NOTRELATED,OTHER,SEGMENTS
0,0,0,0,0,0,0,0,0,0,0,"If I had known what we would get, I would have asked for a room with a large window."
0,0,0,0,0,0,1,0,0,0,0,The room had a very swampy odour when the air conditioning was turned off.
0,0,0,0,0,0,0,0,0,0,0,"We tried to leave our extra card in the outlet slot so the air conditioning would stay on, but it was taken out by the maid and eventually she took it for good."
0,0,0,0,0,0,0,0,0,0,0,I had some febreeze so it was bearable.
0,0,0,0,0,0,0,1,0,0,0,"The decor was nice, different and a bit funky."
0,0,0,0,0,0,0,1,1,0,0,The in-room shower was not a problem at all.Our minibar did not work and when I asked at the desk they offered me ice.
0,0,0,0,0,0,0,0,1,0,0,"I was happy to get it, but a working minibar would have been preferable."
0,0,0,0,0,0,0,0,1,0,0,The staff were very helpful and always polite.
0,0,0,0,0,1,0,0,0,0,0,The restaurant they recommended was good.
0,0,0,0,0,0,0,0,0,0,0,I think it was called Ginger.
0,0,0,0,1,0,0,0,0,0,0,"The area was really nice, away from the crazy busy areas."
0,0,0,0,0,0,0,0,0,0,1,"Overall it was an o.k. experience, but I would probably try somewhere else the next time."
0,0,0,0,0,0,0,0,0,0,1,great hotel Just back today from 3 days staying at the owl hotel.
0,0,0,0,0,0,0,0,0,0,0,",celebrating couple of b'days."
0,0,0,0,0,0,0,0,0,0,1,Had a great time.
0,0,0,0,1,0,0,0,0,0,0,Hotel was in a great location.
0,0,0,0,1,0,0,0,0,0,0,Close to the Leidsplien and other main streets.
0,0,0,0,0,0,1,1,0,0,0,"Rooms were fine - (some nicer than others), but all were cleaned every day."
0,0,0,0,0,0,0,0,1,0,0,Staff were always pleasant and helpful.
0,1,0,0,0,0,0,0,0,0,0,Bar prices very good.
1,0,0,0,0,0,0,0,0,0,0,Little terrace was lovely for sitting and relaxing.
0,0,0,0,0,1,0,0,0,0,0,"Breakfast was very good with a choice of cereal, various breads, ham, cheese, eggs, fruit salad, juice + a selection of teas and coffee."
0,0,0,0,0,0,0,0,0,0,1,This hotel will definetly be my choice of hotel when we plan our next visit to Amsterdam.
0,0,0,0,1,0,0,0,1,0,0,"Perfect locaion, wonderful staff!"
0,0,0,0,0,0,0,0,0,0,1,My husband and I just stayed at the Grand Hyatt and loved it.
0,0,0,0,1,0,0,0,0,1,0,We were in Seattle for a meeting at the convention center and it was right across the street.
0,0,0,0,1,0,0,0,0,0,0,"It was the perfect location for shopping,too."
0,0,0,0,1,0,0,0,0,0,0,Everything is right there and you are in walking distance of Pike Market Place.
1,0,0,0,0,0,0,0,0,0,0,"The hotel has a Starbucks, Ruth Chris Steakhouse and The Cheesecake Factory."
1,0,0,0,0,0,0,0,0,0,0,Ruth Chris is also the hotel's main restauraunt and bar.
0,0,0,0,0,1,0,0,0,0,0,"They serve breakfast, lunch and dinner there."
0,0,0,0,0,1,0,0,0,0,0,The breakfast selection was terrific and of course the dinner was fabulous.
0,0,0,0,0,1,0,0,0,0,0,"We never had lunch there, but I'm sure it was good also."
0,0,0,0,0,1,0,0,0,0,0,They have a great happy hour with half price appetizers from 4-6 and again from 9-11.
0,0,0,0,0,0,0,1,0,0,0,The rooms were nice and the bathrooms were great.
0,0,0,0,0,0,0,1,0,0,0,"There is a coffeemaker in the room, a nice hairdryer, iron and ironing board and a safe in the closet."
0,0,0,0,0,0,0,1,0,0,0,Everything you need right there.
0,0,0,0,0,0,0,0,1,0,0,"The staff was so nice and helpful, they really added to our wonderful week in Seattle."
0,0,0,0,0,0,0,0,0,0,1,"If we are ever back in Seattle, we will definatley stay at the Grand Hyatt!"
0,0,0,0,0,0,0,0,0,0,1,A charming place to stay The
0,0,0,0,0,0,0,0,0,0,1,Chancellor exudes charm and character.
0,0,0,0,1,0,0,0,1,0,0,The staff are exceptional and the location is as good as it gets - one min walk from Union Square.
0,1,0,0,0,0,0,0,0,1,0,"We stayed at The Orchard Hotel when we first arrived, it was twice the price and is further away from Union Square."
0,0,0,0,0,0,1,1,0,0,0,Our room was compact but exceptionally clean and comfortable.
0,0,0,0,0,0,0,0,0,0,1,This hotel reminds me of an old New York hotel.
0,0,0,0,0,0,0,0,0,0,1,"After three weeks travelling in CA and staying in all types of accommodation (5 star, BB's etc) The Chancellor is one of the nicest places we have stayed."
0,0,0,0,0,1,0,0,0,0,0,PS. the breakfast is good!
0,0,0,0,0,0,0,0,0,0,1,Good Times -
0,0,0,0,0,0,0,0,0,0,1,"Lots of fun Me and my girlfriend just returned from the bravelo beach resort in Punta Cana, and we were overall very satisfied."
0,0,0,0,1,1,0,0,1,0,0,"The resort was right on the beach lots of palm Trees very tropical, we always had good service at the restaurants; the best and most friendly restaurant was the Mexican."
0,0,0,0,0,0,0,0,1,0,0,"The service was very welcoming, the bars were really busy and the wait for drinks took a little longer, but we were not disappointed waiting a few extra minutes for our drinks."
0,0,0,0,0,0,0,0,1,0,0,"The staff was very friendly, sometimes they looked overworked and tired, but if you are nice to them and treat them with respect they will give you a smile and serve you well.I read a lot of negative reviews about this resort, but to be very honest as I do a lot of traveling to the Caribbean countries this one was defiantly a decent resort with lots of great activities."
0,0,0,0,0,0,0,0,0,1,0,"When you travel to the Caribbean you have to be prepared that not everything is going to be perfect, but you have to have a positive attitude and always make the best out of everything."
0,0,0,0,0,0,0,1,0,0,0,"Small, but sexy room"
0,0,0,0,0,0,0,1,0,0,0,"Yes, the room is small."
0,0,0,0,0,0,0,1,0,0,0,The queen sized bed on one wall with a small desk on one side and a small nightstand on the other.
0,0,0,0,0,0,0,1,0,0,0,"However, the room is styled so nicely and sexy that it's not even noticed."
0,0,0,0,0,0,0,1,0,0,0,Excellent bedding and appointments really set this place apart from other rooms in this town.
0,0,0,0,0,0,0,0,0,0,0,"It's San Francisco, how much time do you really expect to spend in the room!?!?!"
0,0,0,0,0,0,0,1,0,0,0,The bathroom is really nice sized considering the size of the room; plenty large enough for two people to navigate in.
0,0,0,0,0,0,0,0,0,0,1,The Aveda products were also a nice surprise!
0,0,0,0,0,0,0,1,0,0,0,"The sitting room off to the side of the room was the best part; plasma screen on the wall, armoire for hanging up clothes, a mini bar and a loveseat."
0,0,1,0,0,0,0,1,0,0,0,Even with all of that in the room it still didn't feel small to me.This room is perfect for two people coming in to town for a weekend getaway or one person traveling on business.
0,0,0,0,0,0,0,0,0,0,1,I will certainly stay here again when I pass through.
0,0,0,0,0,0,0,0,0,0,1,Heavenly is right!
0,0,0,0,0,0,0,0,0,0,1,"This was our first stay at a Westin, and it was definitely very close to heaven."
0,0,0,0,0,0,1,1,0,0,0,"The rooms were very clean, and we had a beautiful view of the Hudson river from the 22nd floor."
0,0,0,0,0,0,0,1,0,0,0,The beds were extremely comfortable as is the trademark of the Heavenly beds.
0,0,0,0,0,1,0,0,1,0,0,"The service was good overall, and breakfast we had was delivered on time and was very tasty."
0,0,0,0,0,0,0,0,1,0,0,"I had to ask for bathrobes which were advertised as part of the room package, but they were delivered promptly."
0,0,0,0,0,0,0,1,0,0,0,The bathroom door was a pocket metal door with a glass insert panel that slammed shut every time it closed.
0,0,0,0,0,0,0,1,0,0,0,"You could hear the doors shut in the adjacent rooms as well, but overall it was a great experience for Times Square during the Christmas season."
0,1,0,0,0,0,0,0,0,0,0,"The price was jacked up for the Christmas holiday, but you only live once!"
0,0,0,0,1,0,0,0,0,0,1,Perfect hotel at a perfect location
0,0,0,0,0,0,0,0,0,0,1,My girlfriend and me stayed at the hotel Cadran over the wekend.
0,0,0,0,0,0,0,1,0,0,0,The room we had was perfect.
0,0,0,0,0,0,1,1,0,0,0,"It was newly renovated, clean and had a modern design."
0,0,0,0,1,0,0,0,0,0,0,Also the location of the hotel is perfect.
0,0,0,0,1,0,0,0,0,0,0,It is only a short walk away from the Eiffel tower.
0,0,0,0,1,0,0,0,0,0,0,The metro station and lots of good restaurants are just around the corner.
0,0,0,0,0,0,0,1,0,0,1,Even though the room was very quiet.I highly recommend this hotel and I will definetly stay here again at my next Paris visit.
0,0,0,0,0,0,0,0,0,1,0,NYC in the summer
0,0,0,0,0,0,0,0,0,1,0,Stayed here for an overnight while we were in town for a show.
0,0,0,0,0,0,0,0,0,0,1,"Hotel is good for a home base, but not real big (no business center, etc)."
0,0,0,0,1,0,0,0,0,0,0,"Good location between Times Square and Central Park, Blue line station on 50th and 8th, walk to theaters, plus hot and cold breakfast with 2 staff members in the dining area."
0,0,0,0,0,0,0,1,1,0,0,"Rooms are standard, beds are new, staff in helpful."
0,0,0,0,0,0,0,0,1,0,0,They were selling broadway theater tix at the concierge desk.
0,0,0,0,0,0,0,0,0,0,1,"Call ahead, but I think that offered a different show each day."
0,1,0,0,0,1,1,0,0,0,0,"Good price ($200) for a clean, safe, mid-town room (2 double beds) that includes breakfast."
0,0,0,0,0,0,0,0,0,0,1,"""it wont dissapoint!"""
0,0,0,0,0,0,0,0,0,0,0,hello
0,0,0,0,0,0,0,0,0,0,0,We stayed here for two nights on the recommendation of others on trip advisor.
0,0,0,0,0,0,0,0,0,0,0,We were very cautious because we were taking our two year old daughter and wanted to ensure that it was suitable.
0,0,0,0,0,0,0,0,0,0,0,"Well, it didnt let us down."
0,0,0,0,0,0,0,0,0,0,0,We stayed in a 1 bedroom lake view suit.
0,0,0,0,0,0,1,1,0,0,0,"It was clean, modern and spacious enough."
0,0,0,0,0,0,0,0,0,0,0,We were suprised by the 42 flat screen tv on the wall when we opened the door!.
0,0,0,0,0,0,0,0,0,0,0,hello
0,0,0,0,0,0,0,1,0,0,0,"There was some road noise at night, not from the main road directly below, but from the free-way behind, but this didnt spoil our much needed sleep."
0,0,0,0,0,0,0,0,0,0,1,"The pool was fine, clean and towels were available in the pool area."
1,0,0,0,0,0,0,0,0,0,0,"Like others before, i agree that the lift took ages to arrive at times, which was mildly frustrating!."
0,0,0,0,0,0,0,0,0,0,1,The courtesy bus was excellent and always available.A great hotel!
0,0,0,0,0,0,0,0,0,0,1,Loved this hotel
0,0,0,0,0,0,0,0,0,0,0,I disagree with some of the reviews i have read on tripadvisor re this hotel.
0,0,0,0,0,0,0,0,0,0,0,we stayed one night at the loew's hotel miami beach where we have stayed many times and then moved to this hotel for 2 nights.
0,0,0,0,0,0,0,0,0,0,1,what a huge difference!
0,0,0,0,0,0,0,0,0,0,0,the mandarin blows loew's away...and we will be staying at the mandarin in the future.
0,0,0,0,0,0,0,0,0,0,1,"From the time you walk in the door, this hotel makes you feel welcome."
0,0,0,0,0,0,0,0,1,0,0,the staff goes out of their way to make sure you are happy and comfortable.
0,0,0,0,0,0,1,1,1,0,0,"there were always two doormen opening the lobby doors and my car door, offering bottled water for my drive; the front desk walked us to the elevators; the room attendants were dressed nicely and left special touches in the room and the room was very clean - my husband and i took a bath both nights (we never do that); the bath towels are luxurious; the room size and the bathroom size are larger than most; the bed is very comfortable; the hotel is very generous with room amenities; the food at cafe sambal was delicious (azul was closed for renovations)."
0,0,0,0,0,0,0,0,0,0,1,Yes the pool is small but the last thing i want to do at a hotel is sit around a pool with a lot of people.
0,0,0,0,0,0,0,0,0,0,0,the beach was magnificent.
0,0,0,0,0,0,0,0,1,0,1,"I suppose the thing that stood out most to me was the friendliness of the staff; if they weren't genuine, they certainly fooled me and my mate. i loved every aspect of this hotel and i will definitely be back, especially to go to the spa. the spa looks unbelievable and unfortunately, we were on business and did not have the time."
0,0,0,0,0,0,0,0,0,0,0,Ticks all the boxes
0,0,0,0,0,0,0,0,0,0,1,Have recently returned from a four night stay in the lenox a great experience.
0,0,0,0,1,0,0,0,0,0,0,Firstly location is perfect close to Boston Common and handy for trains ( harvard trip a must) and short taxi rides to anywhere else you want to visit.
0,0,0,0,0,0,0,1,0,0,0,The rooms were well appointed and roomy enough bathrooms were fine.
0,0,0,0,0,0,0,0,0,0,0,There are two bars an Irish bar a little more casual and the city bar very busy and a little more highbrow.
1,0,0,0,0,0,0,0,1,0,0,The gym is small but does a job.Staff very pleasant over all and doorstaff were very helpful.
0,0,0,0,0,0,0,0,0,0,1,Overall if you stay at the lenox you will not be disappointed
0,0,0,0,0,0,0,0,0,0,1,Lovely Hotel Cannot speak highly enough of The London Bridge Hotel.
0,0,0,0,0,1,0,1,1,0,0,"Our room was delightful, the service was brilliant and the breakfast was superb."
0,0,0,0,0,0,0,0,0,0,0,Stayed for three nights in July and wished it was longer!!!
0,0,0,0,0,0,0,0,1,0,0,Thanks to all staff.
0,0,0,0,1,0,0,0,0,0,1,"Beautiful Stay Wonderful hotel, excellent location!"
0,0,0,0,1,0,0,0,0,0,0,"You are in walking distance (minutes) to Bourbon Street, Canal Street, and the French Market."
0,0,0,0,0,0,0,1,0,0,0,"The rooms were beautiful, not large, but definitely enough room for two."
1,0,0,0,0,0,0,0,0,0,0,"The hotel has completed $70 million in renovations, and it shows."
0,0,0,0,0,0,0,1,0,0,0,The bathroom was decorated with marble tile and granite countertop.
0,0,0,0,0,0,0,1,0,0,0,The shower was great- lots of pressure and no temperature fluctuations.
1,0,0,0,0,0,0,0,0,0,0,The hotel bar is unique with a revolving central carousel.
0,0,0,0,0,1,0,0,0,0,0,The Hunt Grill was wonderful- try the crab bisque and crab cakes.
0,0,0,0,0,0,0,0,1,0,0,"They left an offer in our room for a free bottle of wine with 2 entrees in the restaurant, which was a nice touch."
0,0,0,0,0,0,0,0,0,0,1,We would definitely return to this hotel!
1,0,0,0,1,0,0,0,0,0,0,"ugly inside, nice outside (nice location) aaaaahh!"
0,0,0,0,0,0,0,1,0,0,0,very ugly room.
0,0,0,0,1,0,0,0,0,0,0,but it has a very nice location.
0,0,0,0,0,0,0,0,0,0,1,Great Stay in Downtown Miami
0,0,0,0,0,0,0,0,0,0,1,We chose the Mandarin Oriental as we felt to old for South Beach and we were glad we made the right choice.
0,0,0,0,0,0,0,1,0,0,1,The hotel is lovely - all rooms have balconies and we chose the Executive Suite - lots of space and a lovely bathroom.
0,0,0,0,0,0,0,0,0,1,0,A cab to SoBe was $30 and if you're staying at the M.O. then this is a small price to pay.
0,0,0,0,0,0,0,0,1,0,0,"The service was very good, prices for meals and drinks expensive as you would expect - no point in whinging about a $12 martini if your paying hundreds for the room."
0,0,0,0,1,0,0,0,0,0,0,"For those of us visitors without cars, taxis were easy to get and there is a new complex called Mary Brickell Village which has some good restaurants and is a 10 minute walk away."
0,0,0,0,0,0,0,1,0,0,0,"The in-room facilities have it all, although no flat screen TVs yet."
0,0,0,0,0,0,0,1,0,0,0,"The amenities are Aromatherapy Associates of London - smell of lavender and rose - delightful, conditioner is great."
0,0,0,0,0,0,0,1,0,0,0,Load of fresh fluffy towels.
1,0,0,0,0,0,0,0,0,0,1,"Pool is a bit small but adequate, the gym well equipped but not used much."
0,0,0,0,0,1,0,0,0,0,0,Azul was a fantastic meal - delicious contempory food and slick service but the only detractor was that it arrived on a cold plate.
1,0,0,0,0,0,0,0,1,0,0,The only other detractor was the bar - off to one side of reception and seemed like a last minute thought - slick service and a list of over 200 martini - we were sorry we didn't stay long enough to try them all.
0,0,0,0,0,0,0,0,0,0,1,"Wonderful Hotel We stayed at this hotel for two nights to celebrate my birthday, and couldn't have asked for better."
0,0,0,0,0,0,0,0,1,0,0,"We had booked one of the red rooms, but on arrival were informed that one of the suites was available in an adjacent building down a short Calle."
0,1,0,0,0,0,0,0,0,0,0,We were offered it at a reduced rate of an additional ??
0,1,0,0,0,0,0,0,0,0,0,0 a night instead of the usual ??
0,1,0,0,0,0,0,0,0,0,0,0 with breakfast included.
0,0,0,0,0,0,0,0,0,0,0,"Once we had seen the picture, we were hooked and when we saw it, we knew we had made the right choice."
0,0,0,0,0,0,0,1,0,0,0,"It was lovely, and looked very recently done."
0,0,0,0,0,0,0,1,0,0,0,"There was a king size fourposter bed,draped in white muslin."
0,0,0,0,0,0,0,1,0,0,0,"Dressing table, and wardrobe all beautifully decorated."
0,0,0,0,0,0,0,1,0,0,0,"The walls are covered in cream striped fabric, and there are very beautiful wall lights and table lamps."
0,0,0,0,0,0,0,1,0,0,0,The windows were dressed with acres more white muslin and luxuriously draped curtains.
0,0,0,0,0,0,1,1,0,0,0,"The room was equipped with a security box in the wardrobe and a very efficient mini bar, not to mention the wall mounted flat screen TV.The bathroom was spotlessly clean, and equipped with a superb shower cubicle."
0,0,0,0,0,0,0,1,0,0,0,"Everything from spare toothbrushes, razors , shower caps, shoe polishing sponges and a very handy sewing kit."
0,0,0,0,0,0,0,1,0,0,0,"Huge, white fluffy bath sheets too.The airconditioning unit was very efficient."
0,0,0,0,0,0,0,1,0,0,0,"The double glazing kept out all noise, and the shutters were excellent too."
0,0,0,0,1,0,0,0,0,0,0,"It was hard to believe that you were only a couple of hundred yards away from the Grand Canal, you heard nothing, not even the church bells!"
1,0,0,0,0,0,0,0,0,0,0,"The entry hall was all marble, as were the two flights of stairs you had to climb to get to our suite."
0,0,0,0,0,0,0,0,0,0,0,"Entry was via a buzzer system operated from the reception area, then a security card key to your suite."
0,0,0,1,0,0,0,0,0,0,0,We were never kept waiting to get in form more than a minute.
1,0,0,0,0,0,0,0,0,0,0,"The hotel has tables and chairs right on the Grand Canal, and a shady area to the side under two large sun shades."
1,0,0,0,0,0,0,0,0,0,0,We sat there for a couple of hours every afternoon with a drink or two just watching Venice pass by.
0,0,0,0,0,0,0,0,0,0,1,"Entertainment was provided by the Gondoliers based at the Gondola station right outside the notel, their banter is wonderful to watch."
0,0,0,0,0,1,0,0,0,0,0,"Breakfast was very good, cheese and cold meats, boiled eggs yoghurts, cereals, juice and a wide array of pastries and fresh fruit."
0,0,0,0,0,1,0,0,0,0,0,"We got down later one morning, nearer 10 than 7, and there was still plenty to choose from."
0,0,0,0,0,1,0,0,0,0,0,Fresh coffee is made for you from an impressive machine at reception.
0,0,0,0,0,1,0,0,0,0,0,A choice of teas was also available.
1,0,0,0,0,0,0,0,0,0,0,"The breakfast room was very well presented, and you can also breakfast outside or in the bar area."
0,0,0,0,0,0,0,0,0,0,0,We did all three during our stay.
0,0,0,1,0,0,0,0,1,0,0,The reception staff and all the waiting/bar staff were extremely helpful and friendly.
0,0,0,1,0,0,0,0,1,0,0,Nothing was too much trouble.
1,0,0,0,0,0,0,0,0,0,0,"Reception was full of flowers, and an enduring memory of the hotel will be the scent of lilies, gorgeous!"
0,0,0,0,0,0,0,0,0,0,1,"We will definately be returning, and recommending it to anyone we know is intending to visit Venice."
0,0,0,0,1,0,0,0,0,0,0,"Almost forgot, it is even easier to find it when you arrive at Piazza Roma than the website says, and takes less than 10 minutes to walk even with a case."
0,0,0,1,0,0,0,0,1,0,0,"They were also more than happy to store our luggage before and after check out, which was brilliantEverything is right there on the doorstep."
0,0,0,0,0,0,0,0,0,0,1,You cannot go wrong.
0,0,0,0,0,0,0,0,0,0,1,"We were asked when we left if we could think of anyway the stay could have been better, we honestyly couldn't hink of anything at all."
0,0,0,0,0,0,0,1,0,0,0,"On reflection, a chest of drawers might be a useful addition to Room 515, but in the scale of things, how minor is that?"
0,0,0,0,0,0,0,0,0,0,1,"Pretty much faultless, we loved it."
0,1,0,0,0,0,0,0,0,0,0,Great value in Seattle
0,0,0,0,0,0,0,0,0,1,0,Myself and spouse stayed at the Warwick Seattle for four days in September.
0,1,0,0,0,0,0,0,0,0,0,This hotel does not disappoint as a reasonably priced stay in the downtown area.
0,0,0,0,1,0,0,0,0,0,0,It's an easy walk to all sightseeing attractions (five blocks from the waterfront) and there is a free bus in Seattle but we could never figure out how that worked (do some research before you go!!).
0,0,0,0,0,0,0,1,0,0,0,"Our room (king bed) was spacious and nicely appointed, very comfortable and with plenty of pillows."
0,0,0,0,0,0,0,1,0,0,0,The coffee in the room of course was great (this being Seattle).
0,0,0,0,0,0,0,1,0,0,0,The bath is finished in marble with a deep tub and hand-held shower which was a nice touch.
0,0,0,0,0,0,0,1,0,0,0,Toiletries were below average but that's not a huge consideration for us.
0,0,0,0,0,0,0,0,1,0,0,Our only complaints concerned the front desk.
0,0,0,0,0,0,0,0,1,0,0,I had made two reservations: one for the first part of our trip and one for the third leg (after Olympic Penninsula) but decided to cancel the second reservation.
0,0,0,1,0,0,0,0,1,0,0,When we arrived at the hotel after a full day of travel the desk clerk kept us waiting for several minutes without so much as a hello.
0,0,0,0,0,0,0,0,1,0,0,We moved to the second desk clerk when she was free and were told that our reservation could not be found.
0,0,0,0,0,0,0,0,1,0,0,No attempt was made to look for it.
0,0,0,0,0,0,0,0,1,0,0,We had to walk up the stairs to the parking garage and get our confirmation from our luggage and only then did they find the reservation.
0,0,0,0,0,0,0,0,1,0,0,The following day my office tried to call and was told that we weren't staying there.
0,1,0,0,0,0,0,0,0,0,0,Parking is $21/day which is pretty steep but the only option because parking in Seattle is scarce.
0,0,0,0,0,1,0,0,0,0,1,The hotel doesn't have a shuttle so the only other option was a cab which is about $30.The hotel restaurant is adequate but for a really great breakfast walk a block to the Mayflower Park Hotel (pricey but fabulous).
0,0,0,0,1,0,1,0,1,0,0,"Good position, nice staff and very clean rooms !"
0,0,0,0,1,0,1,1,1,0,0,"We have stayed 3 nights in september 2006 in the Catedral Hotel in Mexico and we really enjoyed it !All the requirements for a quick visit of Mexico city are there:- Mexico is a huge city with many places to see and this hotel is at 5 minutes from the Zocalo, 5 min from the centro historico and 2 very close metro stations are in the area.- The hotel in itself is very nice, the staff is multilingual speaking and the room was very clean and well agenced."
0,0,0,0,0,0,0,1,0,0,0,The bathroom is also very nice and quite big.
0,1,0,0,0,1,0,0,0,0,0,#NAME?
0,0,0,0,0,0,0,0,1,0,0,"- other services are available : travel agency, security boxes in the reception, internet for 10 pesos per 15 minutes and the reception can keep your luggages if you are away for your last day..."
0,0,0,0,1,0,0,0,1,0,0,"Great Place, Great Price, Great Staff, But..."
0,0,0,0,0,0,0,0,0,0,0,Well so much good had been said about this hotel I knew we would be happy staying here.
0,1,0,1,0,0,0,0,0,0,0,"It was easy to find, parking for free is a bonus and boy oh boy was Versa a wealth of information!"
0,0,0,1,0,0,0,0,0,0,0,"She was always smiling, and ready with any questions."
0,0,0,1,0,0,0,0,0,0,0,We booked the city tour thru her (she did all the calling) and she helped us reserve tickets for Alcatraz.
0,0,0,0,1,0,0,0,0,0,0,"The location is perfect, right in the middle of the city, easy to walk anywhere, or hop on transit."
0,0,0,0,0,0,0,0,0,0,0,"And we did, we saw so much!"
0,0,0,0,0,0,1,1,0,0,0,"The positives on the room are that is was a large room, king bed was nice, it was also very clean."
0,0,0,0,0,0,0,1,0,0,0,"Negatives, sheets had small holes or even areas where it was torn."
0,0,0,0,0,0,0,1,0,0,0,Towels were small and very rough.
0,0,0,0,0,0,0,1,0,0,0,"Very thin walls and floors, could hear your neighbours all around."
0,0,0,0,0,0,0,1,0,0,0,Furniture was old and shows the wear and tear.
0,0,0,0,0,0,0,1,0,0,0,Water in the shower went from cold to hot and back again.
0,0,0,0,0,0,0,0,0,0,1,All in all it was adequate for what we needed.
0,1,0,0,0,0,0,0,0,0,0,The price was certainly good.
0,0,0,0,0,0,0,0,0,0,1,"But I don't think I would stay here again, I may need to pay more and get more."
0,1,0,0,0,0,0,0,0,0,0,Inexpensive Boutique-like Hotel
0,0,0,0,0,0,0,0,0,0,0,"If you don't mind a 20 minute train ride to get into the city, this is the place to stay in Amsterdam."
0,1,0,0,0,0,0,0,0,0,0,I booked this hotel for less than $100 USD and it is one of the best values that I have ever received from a hotel.
0,0,0,1,0,0,0,0,0,0,0,"The check-in is amazingly quick and can be done without talking to anyone, if you choose."
0,0,0,0,0,0,0,0,1,0,0,"The computer guides you through the system; however, two guest service personnel stand by for your convenience."
1,0,0,0,0,0,0,0,0,0,0,The lobby is beautiful.
0,0,0,0,0,0,0,1,0,0,0,"The room is small (the width of the room is the length of a kingsized bed), but it is so well laid out, you would hardly notice the size."
0,0,0,0,0,0,0,1,0,0,0,The pod toilet is private enough that you don't feel awkward about utilizing the facility with another person in the room.
0,0,0,0,0,0,0,1,0,0,0,The TV and the room remote control is awesome.
0,0,0,0,0,0,0,1,0,0,0,"Now, the only negative about this room...the shower."
0,0,0,0,0,0,0,1,0,0,0,"Since the pod shower only works when it is closed, it is not possible to get warm water flowing before you step into the pod."
0,0,0,0,0,0,0,1,0,0,0,This burst of cold water from the roof of the shower is quite the wake-up.
0,0,0,0,0,0,0,0,0,0,0,The check-out from the room is just as easy as the check-in.
0,0,0,0,1,0,0,0,0,0,0,The hotel is immediately adjacent to the airport and it is perfect for early morning departures!
0,0,0,0,0,0,0,0,0,0,1,"Also, I will seriously consider this as my base hotel for visiting Amsterdam in the future, despite the fact that it is a brief train ride from the center of town."
0,0,0,0,0,0,0,1,0,0,0,"Note, the room can only accommodate two people who are close!"
0,0,0,0,0,0,0,1,0,0,0,"Meaning, don't expect your family of four to be comfortable in one room."
0,0,0,0,0,0,0,0,0,0,1,Can't fault it...
0,0,0,0,0,0,0,0,0,0,0,I am lucky enough to travel to Tokyo quite a lot and I always stay at the Okura (South Wing).
0,0,0,0,0,0,0,0,0,0,0,"Colleagues ask me why when I can stay at one of the massive chain hotels, also on the approved list."
1,1,0,0,1,0,0,0,0,0,1,"The answer is pretty simple - you just cannot fault the Okura for price, location and for comfort.A previous reviewer commented on the decor seeming old fashioned."
0,0,0,0,0,0,0,0,0,0,0,It's like stepping into my nan's living room with brown and orange geometric patterned carpets and 70s furniture.
0,0,0,0,0,0,0,0,0,0,0,"It's not true to say that it hasn't been renovated, though."
1,0,0,0,0,0,0,0,0,0,0,Part of the beauty of the Okura is that they *do* renovate it every few years - they just keep it the same way and I kind of like that.
0,0,0,0,0,0,0,0,1,0,0,"Over the past few years, major chains such as the Grand Hyatt, Conrad (and most recently) the Ritz Carlton have opened up in Tokyo, but I am a big fan of the Japanese-style service at the Okura - honestly nothing is too much trouble, and the response time is ludicrously fast when you call for help - laundry, iron etc."
0,0,0,0,0,0,0,0,0,0,0,"The big chains and their attempt to instill some americana into Japan result in a dilution of the excellent Japanese service ethic, which as visitors will know, is out of this world, but very rule-bound."
0,0,0,0,0,0,0,0,1,0,0,"Top tip for frequent visitors is the Okura Club International which you can join for nothing and entitles bearers to free usage of the pool, showers and o-furo (bath) which you would normally have to pay for."
0,0,0,0,0,0,0,0,1,0,0,"In addition, you get two laundry vouchers for complimentary shirt wash and press (really handy) and a drinks voucher, which is perfect for a quick glass of wine before you hit the sack.I have spent many a night in the Highlander Bar which is possibly the tackiest Scottish theme bar in the world, but apparently a favourite of John Lennon and Yoko Ono (The Okura's Presidential Suite was home for the lovely couple during their time in Tokyo, I am told)."
0,0,0,0,0,0,0,0,0,0,0,"Even if this is an urban myth, I don't care."
0,0,0,0,0,1,0,0,0,0,0,"I really can't imagine John and Yoko sitting amongst the crap Scottish memorabilia, but I hope it's true.I have only ever eaten at the Chinese restaurant in the Okura - To Ka Lin - and it is exquisite."
0,0,0,0,0,0,0,0,0,0,0,"Expensive though, but it is supposedly the best Chinese restaurant in Japan."
0,0,0,0,0,0,0,0,0,0,0,Not sure about that - take a trip to Yokohama's Chinatown - but it is very good if you're feeling lazy and can't be bothered to venture out of the hotel.
0,0,0,0,0,0,0,0,0,0,1,"If you're heading to Tokyo, whether it's business or pleasure, I definitely recommend the Okura. 70s kitsch, crap Scottish bar - it's all good."
0,0,0,0,0,0,0,0,0,0,1,Nice boutique hotel in a fabulous city!
0,0,0,0,0,0,0,0,0,0,0,I?? working on fulfilling my New Year?? resolution to be more diligent about writing hotel reviews on tripadvisor!We stayed at this hotel for 3 nights in December 2006.
0,1,0,0,0,0,0,0,0,0,0,Overall Hotel California offers a fantastic value.
0,0,0,0,0,0,0,1,0,0,0,The two things that really did it for me were the beds (very comfortable and we loved the flannel sheets!)
0,0,0,0,0,0,0,0,0,0,1,and the free internet with printer on the mezzanine.
